,日期,话题热度占比（%）,95%置信区间上界（%）,95%置信区间下界（%）,话题热度占比预测（%）,置信度为95%的预测区间上界（%）,置信度为95%的预测区间下界（%）
0,2013-01-01,1.26427534327769,2.79789820244164,-0.269347515886264,,,
1,2013-01-08,1.48554806667379,3.01917092583774,-0.0480747924901638,,,
2,2013-01-15,1.41390973440944,2.94753259357339,-0.119713124754513,,,
3,2013-01-22,1.59935994343708,3.13298280260103,0.0657370842731287,,,
4,2013-01-29,1.58314189456715,3.11676475373111,0.0495190354032027,,,
5,2013-02-05,1.4848276270405,3.01845048620445,-0.0487952321234513,,,
6,2013-02-19,1.60007191779311,3.13369477695706,0.0664490586291583,,,
7,2013-02-26,2.00236421471647,3.53598707388042,0.468741355552515,,,
8,2013-03-05,2.10951397130856,3.64313683047251,0.575891112144605,,,
9,2013-03-12,2.34705952806321,3.88068238722716,0.813436668899259,,,
10,2013-03-19,1.96383904903578,3.49746190819973,0.430216189871827,,,
11,2013-03-26,1.97983619002356,3.51345904918751,0.44621333085961,,,
12,2013-04-02,1.46526097089546,2.99888383005941,-0.068361888268488,,,
13,2013-04-09,1.78827325499939,3.32189611416334,0.254650395835438,,,
14,2013-04-16,2.03040765548879,3.56403051465275,0.496784796324842,,,
15,2013-04-23,1.79111051510596,3.32473337426991,0.257487655942011,,,
16,2013-04-30,1.62145114956326,3.15507400872721,0.0878282903993102,,,
17,2013-05-07,1.28841474480332,2.82203760396727,-0.245208114360632,,,
18,2013-05-14,1.4611224592684,2.99474531843235,-0.0725003998955495,,,
19,2013-05-21,1.24596358900834,2.77958644817229,-0.287659270155615,,,
20,2013-05-28,1.17533829021501,2.70896114937896,-0.358284568948943,,,
21,2013-06-04,1.05160557016138,2.58522842932533,-0.48201728900257,,,
22,2013-06-11,1.32852369691852,2.86214655608247,-0.205099162245434,,,
23,2013-06-18,1.16589600761413,2.69951886677808,-0.367726851549822,,,
24,2013-06-25,1.04434835266097,2.57797121182492,-0.489274506502984,,,
25,2013-07-02,0.968540617151578,2.50216347631553,-0.565082242012373,,,
26,2013-07-09,0.949177264757283,2.48280012392123,-0.584445594406669,,,
27,2013-07-16,1.03510727346195,2.5687301326259,-0.498515585702003,,,
28,2013-07-23,1.25950412575019,2.79312698491414,-0.274118733413763,,,
29,2013-07-30,1.14422441746461,2.67784727662856,-0.389398441699346,,,
30,2013-08-06,1.09825434609032,2.63187720525427,-0.435368513073629,,,
31,2013-08-13,1.07636889176617,2.60999175093012,-0.457253967397783,,,
32,2013-08-20,1.1749491122695,2.70857197143345,-0.358673746894451,,,
33,2013-08-27,1.25885006226819,2.79247292143214,-0.274772796895762,,,
34,2013-09-03,1.15777050922312,2.69139336838707,-0.375852349940834,,,
35,2013-09-10,1.1748984177831,2.70852127694705,-0.358724441380855,,,
36,2013-09-17,1.1731989649562,2.70682182412015,-0.360423894207756,,,
37,2013-09-24,1.19098429733493,2.72460715649888,-0.34263856182902,,,
38,2013-10-01,1.20551495509902,2.73913781426297,-0.328107904064934,,,
39,2013-10-08,1.06091473906513,2.59453759822908,-0.472708120098825,,,
40,2013-10-15,0.992401880274644,2.5260247394386,-0.541220978889308,,,
41,2013-10-22,0.960149688202514,2.49377254736646,-0.573473170961438,,,
42,2013-10-29,0.986409290007398,2.52003214917135,-0.547213569156554,,,
43,2013-11-05,1.08494016513662,2.61856302430057,-0.44868269402733,,,
44,2013-11-12,1.15048953707505,2.684112396239,-0.3831333220889,,,
45,2013-11-19,1.09170829625365,2.6253311554176,-0.441914562910303,,,
46,2013-11-26,1.01818813399687,2.55181099316083,-0.515434725167077,,,
47,2013-12-03,1.18687863555528,2.72050149471923,-0.346744223608675,,,
48,2013-12-10,1.07785937677185,2.6114822359358,-0.455763482392102,,,
49,2013-12-17,1.48519252467667,3.01881538384062,-0.0484303344872854,,,
50,2013-12-24,1.27488338607218,2.80850624523613,-0.258739473091772,,,
51,2014-01-01,1.47409174775962,3.00771460692357,-0.0595311114043363,,,
52,2014-01-08,1.36606388243108,2.89968674159503,-0.167558976732874,,,
53,2014-01-15,1.29594167408524,2.82956453324919,-0.237681185078711,,,
54,2014-01-22,1.6337012275358,3.16732408669975,0.100078368371849,,,
55,2014-01-29,1.39063476585413,2.92425762501809,-0.142988093309817,,,
56,2014-02-05,1.33797689582729,2.87159975499125,-0.195645963336657,,,
57,2014-02-12,1.17329707640861,2.70691993557256,-0.360325782755345,,,
58,2014-02-19,1.12193921776538,2.65556207692933,-0.411683641398571,,,
59,2014-02-26,1.34629126653875,2.8799141257027,-0.187331592625204,,,
60,2014-03-05,1.16736532499563,2.70098818415958,-0.366257534168321,,,
61,2014-03-12,1.16293664548663,2.69655950465058,-0.370686213677323,,,
62,2014-03-19,1.11542806942341,2.64905092858736,-0.41819478974054,,,
63,2014-03-26,1.02918453787061,2.56280739703456,-0.504438321293342,,,
64,2014-04-02,1.16316381489514,2.69678667405909,-0.37045904426881,,,
65,2014-04-09,1.08755090477517,2.62117376393912,-0.446071954388779,,,
66,2014-04-16,1.16752678676489,2.70114964592884,-0.366096072399066,,,
67,2014-04-23,1.12229771525758,2.65592057442153,-0.411325143906372,,,
68,2014-04-30,1.17033108876392,2.70395394792788,-0.363291770400028,,,
69,2014-05-07,1.03993796022466,2.57356081938862,-0.493684898939288,,,
70,2014-05-14,1.00447599971593,2.53809885887988,-0.529146859448021,,,
71,2014-05-21,1.01133108947087,2.54495394863482,-0.522291769693079,,,
72,2014-05-28,1.02749213299154,2.56111499215549,-0.506130726172414,,,
73,2014-06-04,1.06404930394767,2.59767216311162,-0.469573555216285,,,
74,2014-06-11,1.05419704254371,2.58781990170767,-0.479425816620238,,,
75,2014-06-18,0.998812081380033,2.53243494054398,-0.534810777783919,,,
76,2014-06-25,0.943318086468098,2.47694094563205,-0.590304772695853,,,
77,2014-07-02,0.886588577934338,2.42021143709829,-0.647034281229613,,,
78,2014-07-09,1.05193077948256,2.58555363864651,-0.481692079681396,,,
79,2014-07-16,1.10687251107791,2.64049537024186,-0.426750348086041,,,
80,2014-07-23,1.14138230955562,2.67500516871958,-0.392240549608327,,,
81,2014-07-30,1.15416052856281,2.68778338772677,-0.379462330601137,,,
82,2014-12-17,1.05659302188886,2.59021588105281,-0.477029837275092,,,
83,2014-12-24,1.0064530773648,2.54007593652875,-0.52716978179915,,,
84,2014-12-31,1.0282629705975,2.56188582976145,-0.505359888566452,,,
85,2015-01-01,0.984607922932474,2.51823078209642,-0.549014936231478,,,
86,2015-01-08,1.0780461990433,2.61166905820725,-0.45557666012065,,,
87,2015-01-15,0.910901185608048,2.444524044772,-0.622721673555904,,,
88,2015-01-22,1.12644431057448,2.66006716973843,-0.407178548589476,,,
89,2015-01-29,1.01554347363559,2.54916633279955,-0.518079385528357,,,
90,2015-02-05,1.03784267396316,2.57146553312711,-0.495780185200795,,,
91,2015-02-12,1.01845677967339,2.55207963883734,-0.515166079490561,,,
92,2015-02-19,0.923205763016155,2.45682862218011,-0.610417096147796,,,
93,2015-02-26,1.27651164684174,2.81013450600569,-0.257111212322216,,,
94,2015-03-05,1.00704522962917,2.54066808879312,-0.526577629534779,,,
95,2015-03-12,1.43588083720032,2.96950369636427,-0.0977420219636323,,,
96,2015-03-19,1.19848769193493,2.73211055109888,-0.335135167229025,,,
97,2015-03-26,1.23904280167127,2.77266566083522,-0.294580057492686,,,
98,2015-04-02,1.04434646925941,2.57796932842336,-0.489276389904539,,,
99,2015-04-09,1.14207308538692,2.67569594455087,-0.391549773777036,,,
100,2015-04-16,1.32106181984583,2.85468467900978,-0.212561039318126,,,
101,2015-04-23,1.07943426330119,2.61305712246514,-0.454188595862762,,,
102,2015-04-30,1.19039566383178,2.72401852299573,-0.343227195332174,,,
103,2015-05-07,1.11658045412546,2.65020331328941,-0.41704240503849,,,
104,2015-05-14,1.07787821095483,2.61150107011878,-0.455744648209121,,,
105,2015-05-21,0.913148365047698,2.44677122421165,-0.620474494116253,,,
106,2015-05-28,1.07577359156447,2.60939645072842,-0.457849267599479,,,
107,2015-06-04,1.09998980633379,2.63361266549774,-0.43363305283016,,,
108,2015-06-11,1.11709361125023,2.65071647041418,-0.416529247913723,,,
109,2015-06-18,1.02675812480277,2.56038098396672,-0.506864734361181,,,
110,2015-06-25,1.0925697109966,2.62619257016055,-0.441053148167351,,,
111,2015-07-02,1.08978436313397,2.62340722229792,-0.44383849602998,,,
112,2015-07-09,1.39386661462479,2.92748947378874,-0.139756244539161,,,
113,2015-07-16,1.48944407419986,3.02306693336381,-0.04417878496409,,,
114,2015-07-23,1.75439635307183,3.28801921223578,0.22077349390788,,,
115,2015-07-30,1.70228442940138,3.23590728856533,0.16866157023743,,,
116,2015-08-06,1.46078386543699,2.99440672460095,-0.0728389937269572,,,
117,2015-08-13,1.59899448698627,3.13261734615022,0.0653716278223191,,,
118,2015-08-20,1.48731198620792,3.02093484537187,-0.0463108729560296,,,
119,2015-08-27,2.22959983027141,3.76322268943536,0.69597697110746,,,
120,2015-09-03,1.81524798091111,3.34887084007506,0.281625121747155,,,
121,2015-09-10,2.04547933293536,3.57910219209931,0.511856473771412,,,
122,2015-09-17,1.7449174301591,3.27854028932306,0.211294570995153,,,
123,2015-09-24,1.9603909718631,3.49401383102705,0.426768112699147,,,
124,2015-10-01,1.81381599570139,3.34743885486535,0.280193136537443,,,
125,2015-10-08,1.84902930895659,3.38265216812054,0.315406449792635,,,
126,2015-10-15,1.93687444240978,3.47049730157374,0.403251583245833,,,
127,2015-10-22,1.68332241352594,3.21694527268989,0.149699554361986,,,
128,2015-10-29,1.57465981001481,3.10828266917876,0.0410369508508595,,,
129,2015-11-05,1.40025120700959,2.93387406617355,-0.133371652154357,,,
130,2015-11-12,1.62813297272259,3.16175583188654,0.0945101135586395,,,
131,2015-11-19,1.3374631740117,2.87108603317565,-0.196159685152256,,,
132,2015-11-26,1.41593159086211,2.94955445002606,-0.117691268301844,,,
133,2015-12-03,1.24002353703955,2.7736463962035,-0.293599322124402,,,
134,2015-12-10,1.23720431860055,2.7708271777645,-0.2964185405634,,,
135,2015-12-17,1.20003262055665,2.7336554797206,-0.333590238607303,,,
136,2015-12-24,1.35854787439847,2.89217073356242,-0.175074984765482,,,
137,2015-12-31,1.11995361110315,2.65357647026711,-0.413669248060797,,,
138,2016-01-08,1.1997872920018,2.73341015116575,-0.333835567162153,,,
139,2016-01-15,1.04096633971812,2.57458919888207,-0.49265651944583,,,
140,2016-01-22,1.17744011864718,2.71106297781113,-0.356182740516773,,,
141,2016-01-29,1.17406665551496,2.70768951467891,-0.359556203648993,,,
142,2016-02-05,1.10422264396925,2.6378455031332,-0.429400215194703,,,
143,2016-02-12,1.21113713915338,2.74475999831733,-0.322485720010568,,,
144,2016-02-19,1.06658144209167,2.60020430125562,-0.467041417072286,,,
145,2016-02-26,1.19985801833966,2.73348087750361,-0.333764840824293,,,
146,2016-03-04,0.965146860325034,2.49876971948899,-0.568475998838918,,,
147,2016-03-11,1.21900982157625,2.7526326807402,-0.314613037587705,,,
148,2016-03-18,1.13556867753717,2.66919153670112,-0.398054181626782,,,
149,2016-03-25,1.31455261007063,2.84817546923458,-0.219070249093325,,,
150,2016-04-01,1.01594926430892,2.54957212347287,-0.51767359485503,,,
151,2016-04-08,0.985299942298773,2.51892280146272,-0.548322916865178,,,
152,2016-04-15,1.01015254252156,2.54377540168552,-0.523470316642386,,,
153,2016-04-22,1.11652212174438,2.65014498090833,-0.417100737419573,,,
154,2016-04-29,1.16993825674168,2.70356111590563,-0.363684602422276,,,
155,2016-05-06,1.11225190428897,2.64587476345292,-0.421370954874979,,,
156,2016-05-13,1.03461787284789,2.56824073201184,-0.499004986316062,,,
157,2016-05-20,0.971596493017926,2.50521935218188,-0.562026366146025,,,
158,2016-05-27,1.05825570943902,2.59187856860298,-0.475367149724927,,,
159,2016-06-03,1.1207295186794,2.65435237784335,-0.412893340484551,,,
160,2016-06-10,1.29090083703449,2.82452369619845,-0.242722022129456,,,
161,2016-06-17,1.32239232856694,2.85601518773089,-0.211230530597011,,,
162,2016-06-24,1.35893630764161,2.89255916680556,-0.174686551522342,,,
163,2016-07-01,1.46704824366482,3.00067110282877,-0.0665746154991325,,,
164,2016-07-08,1.41579653257478,2.94941939173873,-0.117826326589171,,,
165,2016-07-15,1.37903723726323,2.91266009642719,-0.154585621900717,,,
166,2016-07-22,1.22498638288991,2.75860924205386,-0.308636476274041,,,
167,2016-07-29,1.39011156456313,2.92373442372708,-0.14351129460082,,,
168,2016-08-05,1.41936415403972,2.95298701320367,-0.11425870512423,,,
169,2016-08-12,1.52891465412978,3.06253751329373,-0.0047082050341715,,,
170,2016-08-19,1.44568966851339,2.97931252767734,-0.087933190650563,,,
171,2016-08-26,1.36470851986952,2.89833137903347,-0.168914339294429,,,
172,2016-09-02,1.19438510901593,2.72800796817989,-0.339237750148017,,,
173,2016-09-09,1.16868798398072,2.70231084314467,-0.364934875183233,,,
174,2016-09-16,1.30431455854872,2.83793741771267,-0.229308300615229,,,
175,2016-09-23,1.16451278556404,2.69813564472799,-0.369110073599909,,,
176,2016-09-30,1.28634855049774,2.81997140966169,-0.247274308666214,,,
177,2016-10-07,1.18621139390651,2.71983425307046,-0.347411465257441,,,
178,2016-10-14,1.34358307849358,2.87720593765753,-0.190039780670375,,,
179,2016-10-21,1.25856167101499,2.79218453017894,-0.275061188148965,,,
180,2016-10-28,1.36475022575644,2.89837308492039,-0.168872633407514,,,
181,2016-11-04,1.36596999812478,2.89959285728873,-0.167652861039173,,,
182,2016-11-11,1.16304832817754,2.69667118734149,-0.370574530986414,,,
183,2016-11-18,1.25604012835813,2.78966298752208,-0.277582730805823,,,
184,2016-11-25,1.20005362923609,2.73367648840004,-0.333569229927861,,,
185,2016-12-02,1.29573301985267,2.82935587901662,-0.237889839311279,,,
186,2016-12-09,1.31091544952166,2.84453830868561,-0.222707409642296,,,
187,2016-12-16,1.21262716142412,2.74625002058807,-0.320995697739832,,,
188,2016-12-23,1.26266387191467,2.79628673107863,-0.270958987249276,,,
189,2016-12-30,1.14161583466706,2.67523869383101,-0.392007024496896,,,
190,2017-01-01,2.51873399117632,4.05235685034027,0.985111132012367,,,
191,2017-12-31,2.51873399117632,4.05235685034027,0.985111132012367,,,
192,2017-01-08,1.23896856196679,2.77259142113074,-0.294654297197158,,,
193,2017-01-15,1.11253198690066,2.64615484606461,-0.421090872263295,,,
194,2017-01-22,1.25891936383421,2.79254222299816,-0.274703495329738,,,
195,2017-01-29,1.26296231205948,2.79658517122343,-0.270660547104473,,,
196,2017-02-05,1.33209413312936,2.86571699229331,-0.201528726034588,,,
197,2017-02-12,1.23309011446855,2.7667129736325,-0.300532744695398,,,
198,2017-02-19,1.16844256125259,2.70206542041654,-0.365180297911366,,,
199,2017-02-26,1.14386930033573,2.67749215949968,-0.389753558828224,,,
200,2017-03-05,1.29460301819346,2.82822587735741,-0.239019840970495,,,
201,2017-03-12,1.27395832937635,2.8075811885403,-0.259664529787598,,,
202,2017-03-19,1.29746223264027,2.83108509180422,-0.23616062652368,,,
203,2017-03-26,1.13183929072067,2.66546214988462,-0.401783568443281,,,
204,2017-04-02,1.11870704467211,2.65232990383606,-0.414915814491838,,,
205,2017-04-09,0.884364434567044,2.417987293731,-0.649258424596907,,,
206,2017-04-16,1.0787477953942,2.61237065455815,-0.454875063769754,,,
207,2017-04-23,1.16247792149871,2.69610078066266,-0.371144937665246,,,
208,2017-04-30,1.04813606155002,2.58175892071397,-0.485486797613932,,,
209,2017-05-07,1.00042500151033,2.53404786067428,-0.533197857653625,,,
210,2017-05-14,1.02442665721466,2.55804951637861,-0.509196201949289,,,
211,2017-05-21,0.945057342640607,2.47868020180456,-0.588565516523344,,,
212,2017-05-28,1.06689027114218,2.60051313030613,-0.466732588021768,,,
213,2017-06-04,1.18513299617556,2.71875585533951,-0.348489862988395,,,
214,2017-06-11,1.16373278372143,2.69735564288538,-0.369890075442525,,,
215,2017-06-18,1.14681636361844,2.68043922278239,-0.386806495545509,,,
216,2017-06-25,1.05014769416494,2.58377055332889,-0.483475164999015,,,
217,2017-07-02,1.14307744607519,2.67670030523914,-0.390545413088761,,,
218,2017-07-09,1.18665567473195,2.7202785338959,-0.346967184432004,,,
